longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_num,rooms_per_household,bedrooms_per_room,population_per_household,Price
-122.92,35.4,30.3,1731.0,431.0,685.0,264.0,6.4273,2,6.5671,0.2489,2.5991,360426.06
-116.79,39.49,49.3,840.0,170.0,2781.0,1291.0,1.6593,3,0.6507,0.2027,2.1541,167870.04
-116.63,36.9,21.4,1872.0,338.0,542.0,225.0,5.5654,0,8.3156,0.1803,2.4066,304247.58
-117.74,38.16,29.3,1469.0,306.0,1325.0,587.0,4.6121,1,2.5014,0.2085,2.2574,241356.17
-116.66,36.45,20.3,1166.0,238.0,1661.0,734.0,8.8377,0,1.5894,0.2041,2.264,378639.67
-115.86,34.06,28.8,2214.0,355.0,2031.0,640.0,5.8979,1,3.4567,0.1605,3.1706,367145.42
-118.19,34.22,5.1,2352.0,403.0,484.0,240.0,4.389,0,9.8116,0.1714,2.0207,292259.73
-123.46,33.27,41.0,1747.0,379.0,1580.0,496.0,9.142,0,3.5191,0.2169,3.1828,466619.53
-119.45,38.36,51.2,2692.0,563.0,1303.0,638.0,5.3545,2,4.2202,0.2093,2.0418,306455.72
-123.57,40.53,4.4,1354.0,250.0,442.0,220.0,6.2236,3,6.1503,0.1844,2.0099,347414.4
-120.26,32.74,41.9,2392.0,593.0,2766.0,974.0,4.6724,3,2.4557,0.2479,2.8395,267977.69
-120.26,33.16,13.3,1755.0,376.0,3966.0,1700.0,5.5819,0,1.0324,0.2145,2.3324,307483.7
-123.69,36.84,11.1,898.0,155.0,1150.0,357.0,5.2013,0,2.5134,0.1731,3.2191,298513.52
-120.85,39.48,36.4,1032.0,203.0,986.0,430.0,6.9404,2,2.3994,0.1971,2.2929,341018.83
-123.24,34.02,3.3,4088.0,904.0,817.0,276.0,2.3047,1,14.82,0.2212,2.9634,261699.87
-116.24,35.1,24.6,5450.0,1184.0,8324.0,4064.0,6.1999,2,1.3412,0.2172,2.0483,297097.1
-114.84,34.72,1.1,2979.0,520.0,2324.0,1002.0,3.5472,3,2.9734,0.1746,2.3201,242136.6
-123.62,36.3,29.3,1202.0,258.0,619.0,280.0,5.9955,0,4.2869,0.2148,2.2074,240015.89
-114.76,34.66,24.6,4912.0,900.0,307.0,150.0,1.6318,0,32.7233,0.1833,2.0445,310604.04
-119.1,35.86,47.7,2776.0,543.0,779.0,368.0,3.4675,3,7.553,0.1958,2.1206,256939.22
-121.34,39.4,37.7,2287.0,496.0,784.0,308.0,4.7797,2,7.4176,0.2169,2.5414,339470.72
-123.58,38.29,7.4,6566.0,1366.0,1345.0,449.0,4.19,0,14.608,0.2081,2.9928,317711.52
-119.32,33.3,19.1,990.0,219.0,1136.0,414.0,2.0653,1,2.3903,0.2213,2.7429,96506.79
-116.37,38.54,48.5,3106.0,584.0,2740.0,1145.0,5.0967,3,2.7134,0.1882,2.3937,303329.41
-117.25,37.03,38.0,1022.0,230.0,126.0,56.0,3.9833,1,18.1158,0.2252,2.2262,321634.28
-123.85,41.33,31.3,1182.0,179.0,1686.0,592.0,3.2838,0,1.9981,0.1516,2.8491,91350.3
-123.62,35.26,29.5,11175.0,1886.0,2242.0,874.0,6.8827,1,12.7919,0.1688,2.5663,390746.6
-120.31,39.37,21.3,2570.0,636.0,260.0,97.0,1.2941,2,26.5613,0.2473,2.6919,246630.81
-121.39,39.42,30.8,6597.0,1047.0,548.0,216.0,3.3695,0,30.5318,0.1587,2.5354,357984.92
-122.02,34.62,40.4,2645.0,572.0,745.0,273.0,9.1126,1,9.7037,0.2162,2.7315,500001.0
-121.53,41.04,7.5,2396.0,579.0,1644.0,545.0,3.0247,0,4.3945,0.2417,3.0154,153096.64
-116.28,37.16,50.5,1166.0,275.0,788.0,313.0,3.3492,0,3.7277,0.236,2.5174,175315.64
-115.02,38.93,13.2,3585.0,865.0,1067.0,523.0,7.5995,2,6.8574,0.2413,2.041,446193.32
-120.28,33.91,23.8,1840.0,457.0,584.0,188.0,4.9216,1,9.8145,0.2484,3.1124,333279.71
-115.25,34.97,2.2,1913.0,355.0,1154.0,539.0,5.6931,1,3.5487,0.1857,2.1408,232731.15
-121.12,38.06,29.1,1506.0,276.0,662.0,296.0,5.7089,0,5.0912,0.183,2.2371,285809.04
-119.57,35.54,20.5,1685.0,273.0,543.0,199.0,8.9284,0,8.4749,0.1621,2.7333,461627.28
-122.08,37.24,13.7,1840.0,313.0,1227.0,402.0,5.2797,0,4.5774,0.1701,3.0532,246401.7
-117.92,36.06,51.3,1970.0,424.0,2189.0,1065.0,6.0268,1,1.8503,0.2153,2.0558,308062.63
-114.52,38.57,22.8,1745.0,320.0,1353.0,508.0,8.4127,0,3.4323,0.1831,2.6606,336907.17
-118.29,37.12,22.1,608.0,112.0,916.0,354.0,9.8857,0,1.7157,0.1841,2.5844,482585.44
-120.76,32.58,24.6,2642.0,567.0,2458.0,895.0,5.9646,1,2.9534,0.2146,2.7476,279258.7
-117.85,38.65,6.9,1659.0,266.0,760.0,357.0,2.8168,1,4.6486,0.1605,2.1295,124618.93
-123.12,36.51,21.0,177.0,28.0,1029.0,355.0,10.8254,0,0.4989,0.1556,2.8949,458112.64
-115.43,35.76,18.2,595.0,137.0,2796.0,1264.0,3.5411,3,0.4708,0.2303,2.2126,230349.05
-119.3,33.43,24.7,1298.0,297.0,777.0,271.0,9.1201,0,4.784,0.229,2.864,404383.71
-119.84,34.61,44.7,4425.0,834.0,711.0,262.0,3.3686,1,16.8897,0.1885,2.7154,247744.06
-118.47,34.65,10.8,2767.0,579.0,1988.0,964.0,14.2477,1,2.8697,0.2093,2.062,500001.0
-118.08,41.34,32.0,1118.0,194.0,493.0,209.0,6.3435,2,5.3482,0.1738,2.3614,281963.63
-123.63,36.61,2.9,1582.0,295.0,2867.0,1257.0,9.3768,3,1.2584,0.1868,2.2808,500001.0
-117.5,32.94,17.2,3917.0,602.0,233.0,99.0,4.1129,2,39.5829,0.1536,2.3518,500001.0
-121.92,33.85,25.1,1174.0,208.0,1164.0,391.0,5.204,1,3.0055,0.1774,2.9791,302906.95
-117.18,33.28,4.8,845.0,128.0,651.0,282.0,8.2701,1,2.9964,0.1516,2.3088,350992.19
-116.09,38.08,28.7,3349.0,644.0,1439.0,587.0,11.4709,1,5.707,0.1924,2.4522,500001.0
-116.28,34.3,16.8,3949.0,798.0,3538.0,1647.0,4.1344,1,2.3979,0.202,2.1484,142099.54
-118.8,37.23,51.6,1184.0,236.0,435.0,216.0,5.6253,3,5.4749,0.1995,2.0094,347921.31
-119.13,36.02,33.2,2544.0,468.0,356.0,151.0,3.0934,0,16.8052,0.1841,2.3548,235948.97
-122.92,40.1,13.5,1757.0,300.0,2752.0,1010.0,7.9317,0,1.7404,0.1707,2.7258,453666.35
-116.57,35.56,6.2,1196.0,234.0,912.0,430.0,5.5056,0,2.7799,0.1954,2.1203,234078.12
-121.63,36.85,3.1,4097.0,971.0,1026.0,481.0,5.3035,2,8.5119,0.237,2.1323,339609.04
-119.36,39.33,5.6,1136.0,282.0,886.0,418.0,1.961,0,2.7202,0.2483,2.1228,19818.83
-121.5,36.62,35.7,3069.0,556.0,821.0,305.0,6.9701,0,10.0644,0.1813,2.6905,344310.85
-123.01,40.0,44.6,1896.0,469.0,529.0,202.0,3.5226,3,9.3764,0.2474,2.6134,209634.46
-118.03,38.77,9.0,1602.0,310.0,903.0,410.0,2.7845,3,3.9083,0.1935,2.203,195269.34
-123.8,36.4,21.5,1226.0,259.0,559.0,215.0,4.7615,3,5.7052,0.2113,2.6005,397982.12
-116.83,37.28,19.1,906.0,209.0,2443.0,972.0,6.4016,0,0.9322,0.2304,2.5128,228842.17
-121.16,41.64,33.9,1518.0,282.0,705.0,213.0,3.6663,1,7.135,0.1859,3.3119,126467.67
-124.35,38.77,10.3,1263.0,216.0,3130.0,1496.0,4.8423,0,0.8443,0.1708,2.0921,251244.37
-119.22,41.06,49.6,1929.0,342.0,1873.0,740.0,3.1904,2,2.6069,0.1773,2.531,211266.72
-123.88,34.22,38.2,782.0,183.0,492.0,236.0,5.708,0,3.308,0.2339,2.0812,271499.6
-121.58,37.09,49.7,1626.0,396.0,468.0,232.0,4.5732,3,7.0229,0.2434,2.0232,287384.36
-117.25,41.09,15.1,2402.0,391.0,919.0,305.0,3.6211,0,7.8789,0.1628,3.0149,212224.95
-123.72,35.58,31.0,1129.0,248.0,610.0,193.0,3.8525,3,5.8326,0.2195,3.1545,337149.94
-115.92,41.65,38.3,3037.0,466.0,607.0,263.0,13.115,0,11.5358,0.1535,2.3056,500001.0
-124.31,33.45,37.3,3277.0,778.0,2147.0,753.0,3.7548,0,4.3505,0.2375,2.8503,229354.99
-121.87,41.03,2.1,777.0,183.0,1366.0,530.0,8.3552,1,1.4654,0.2357,2.5771,395599.62
-116.91,36.73,51.9,1063.0,242.0,2934.0,885.0,9.7814,3,1.2015,0.2275,3.3158,500001.0
-121.17,33.23,48.3,707.0,164.0,465.0,179.0,7.0977,1,3.9437,0.2324,2.5932,353607.2
-123.33,40.82,7.1,2431.0,512.0,253.0,125.0,5.7066,0,19.4403,0.2104,2.0235,417280.11
-120.73,34.91,28.7,1977.0,326.0,611.0,195.0,3.2082,0,10.1298,0.1647,3.1314,269111.87
-121.64,32.75,17.0,589.0,142.0,2595.0,1135.0,3.9458,0,0.5192,0.2415,2.286,249758.45
-115.89,33.82,45.8,1145.0,188.0,664.0,270.0,6.375,0,4.2425,0.1641,2.4594,297869.55
-121.2,38.74,36.6,2244.0,387.0,4062.0,1909.0,2.0016,0,1.1755,0.1725,2.1281,164179.94
-116.43,41.74,12.4,1957.0,378.0,716.0,308.0,7.1676,0,6.3525,0.1933,2.3238,326845.51
-115.4,33.59,2.7,4218.0,843.0,1750.0,525.0,8.5679,1,8.0337,0.1998,3.333,483051.4
-119.99,36.89,15.9,807.0,129.0,1074.0,467.0,8.2394,2,1.7293,0.1596,2.301,461701.04
-115.21,34.24,2.9,1797.0,406.0,229.0,106.0,5.4051,0,16.9566,0.2262,2.1571,403260.23
-120.56,39.55,8.2,897.0,147.0,647.0,289.0,3.5003,1,3.1064,0.1637,2.2404,148746.38
-114.67,33.65,33.4,1953.0,421.0,1610.0,718.0,6.7577,1,2.7185,0.2155,2.241,299659.91
-123.45,34.8,39.0,1593.0,311.0,1056.0,503.0,3.1514,0,3.1657,0.1952,2.0988,140093.36
-117.45,34.39,24.9,2187.0,505.0,773.0,326.0,7.7099,0,6.7175,0.2311,2.3733,425234.49
-119.39,37.74,31.6,1358.0,244.0,958.0,416.0,5.4557,0,3.2666,0.1796,2.3053,246274.56
-120.46,40.76,9.0,3083.0,720.0,1237.0,504.0,3.6419,1,6.1205,0.2337,2.4559,196622.37
-118.0,37.35,17.2,1096.0,192.0,124.0,61.0,9.6538,0,18.0335,0.1752,2.0443,500001.0
-117.28,33.09,37.4,888.0,184.0,702.0,305.0,6.8412,3,2.913,0.2074,2.3012,378972.17
-124.31,37.84,19.6,2117.0,420.0,574.0,205.0,6.5817,0,10.3436,0.1986,2.8054,340810.13
-122.67,40.04,18.8,6619.0,1226.0,1908.0,894.0,6.1205,2,7.4003,0.1853,2.1327,406639.89
-117.19,33.78,10.9,623.0,94.0,2011.0,739.0,4.8689,1,0.8435,0.1512,2.7212,227852.32
-117.66,33.22,31.3,811.0,154.0,1256.0,593.0,5.1084,3,1.3677,0.1898,2.1174,251602.23
-114.65,34.31,42.3,2126.0,344.0,1201.0,401.0,5.503,2,5.2983,0.1618,2.9921,337058.86
-116.71,39.56,24.9,3980.0,687.0,219.0,74.0,2.5477,3,53.7133,0.1725,2.959,500001.0
-114.8,38.11,6.9,2241.0,490.0,530.0,215.0,4.068,0,10.4377,0.2188,2.4693,211000.7
-117.3,37.63,43.8,1181.0,245.0,827.0,309.0,4.6694,2,3.8258,0.2071,2.6768,263527.21
-121.36,34.89,4.6,2427.0,492.0,1005.0,492.0,3.7622,1,4.9271,0.2027,2.0403,204848.42
-123.29,35.67,25.1,2595.0,536.0,1092.0,484.0,6.7914,1,5.367,0.2064,2.2586,388454.64
-116.5,41.63,14.3,1123.0,182.0,231.0,92.0,10.5476,1,12.2326,0.162,2.5134,500001.0
-117.88,34.8,48.8,3221.0,536.0,2393.0,1181.0,4.3217,1,2.7272,0.1665,2.0258,173838.69
-123.87,41.02,38.6,1765.0,361.0,484.0,236.0,5.8315,0,7.4739,0.2043,2.0481,285817.31
-120.74,38.0,29.9,531.0,101.0,179.0,61.0,5.0929,2,8.6413,0.1907,2.909,353709.48
-114.74,33.7,35.1,1645.0,323.0,2052.0,714.0,5.7911,0,2.3041,0.1963,2.8745,279178.07
-119.33,36.94,28.2,1214.0,289.0,528.0,244.0,5.795,3,4.9821,0.2379,2.1689,333108.65
-120.01,41.47,8.5,4507.0,760.0,1908.0,737.0,6.8504,0,6.1131,0.1685,2.5876,285319.32
-119.75,36.48,37.2,713.0,172.0,272.0,90.0,7.2947,0,7.9484,0.2411,3.0292,374650.86
-122.25,40.66,26.1,1289.0,304.0,793.0,384.0,10.1303,1,3.3598,0.2357,2.0668,473428.44
-120.65,34.95,33.3,2165.0,520.0,507.0,227.0,6.1439,0,9.5255,0.2402,2.2317,318025.68
-120.64,37.91,3.3,9831.0,2105.0,1502.0,564.0,2.613,0,17.417,0.2141,2.6602,290675.75
-123.82,40.48,8.2,7104.0,1679.0,538.0,268.0,13.2135,3,26.5451,0.2364,2.0098,500001.0
-116.64,41.2,31.1,1752.0,436.0,1502.0,636.0,15.0,2,2.7522,0.2491,2.3596,500001.0
-120.17,37.11,24.4,2309.0,455.0,782.0,315.0,10.9276,0,7.3303,0.1971,2.4815,469268.55
-116.1,38.56,12.6,2756.0,651.0,648.0,262.0,4.9278,1,10.5096,0.2362,2.4715,378217.74
-115.81,32.57,13.3,890.0,214.0,2252.0,830.0,5.8875,2,1.072,0.2404,2.712,312896.02
-122.22,34.92,33.2,1821.0,330.0,5234.0,1906.0,6.3574,3,0.9553,0.181,2.7457,346697.35
-117.75,35.16,4.0,4672.0,908.0,819.0,405.0,10.0477,2,11.5438,0.1943,2.0235,500001.0
-119.61,33.42,23.1,1996.0,414.0,591.0,280.0,8.2446,1,7.1258,0.2074,2.108,482354.06
-115.51,35.17,27.7,7079.0,1309.0,981.0,350.0,4.7717,0,20.2238,0.1849,2.8038,351993.06
-122.18,35.56,16.7,1324.0,241.0,1195.0,580.0,7.9813,0,2.2804,0.1822,2.0596,400923.0
-117.54,41.66,42.8,1699.0,320.0,261.0,83.0,6.1868,1,20.5757,0.1881,3.1611,500001.0
-118.25,38.83,3.9,1709.0,329.0,487.0,174.0,5.6174,1,9.8095,0.1924,2.7967,370349.98
-121.39,36.55,45.2,727.0,127.0,329.0,159.0,6.435,0,4.5768,0.1752,2.069,317227.58
-122.98,41.84,37.9,3921.0,774.0,436.0,136.0,6.0776,0,28.7771,0.1973,3.2015,457629.76
-117.81,33.98,23.8,1431.0,326.0,3505.0,1701.0,4.1679,1,0.8417,0.2279,2.0609,212571.61
-116.93,37.02,48.1,2166.0,460.0,176.0,65.0,3.6424,0,33.1624,0.2124,2.695,470452.55
-121.18,38.63,36.8,1189.0,224.0,1477.0,496.0,4.7284,1,2.3956,0.188,2.9759,247368.41
-117.88,33.06,48.5,6049.0,1002.0,815.0,271.0,8.095,3,22.3144,0.1656,3.0082,500001.0
-120.38,39.29,25.1,4285.0,996.0,1332.0,510.0,7.0915,1,8.4016,0.2324,2.6126,354574.59
-117.19,33.48,24.1,1883.0,379.0,431.0,190.0,8.6655,2,9.9357,0.2011,2.2716,491205.86
-122.35,33.86,28.1,767.0,190.0,759.0,326.0,4.4048,1,2.356,0.2471,2.3298,188127.56
-115.41,34.04,4.3,3044.0,533.0,2919.0,1062.0,3.843,3,2.8653,0.1753,2.748,334630.6
-121.46,41.28,47.3,3859.0,647.0,762.0,294.0,5.877,0,13.1319,0.1676,2.5946,387147.79
-120.66,38.97,35.1,945.0,142.0,3388.0,1189.0,6.8708,1,0.7945,0.1508,2.849,269215.13
-123.77,38.71,32.5,1635.0,259.0,124.0,47.0,4.5922,0,34.59,0.1583,2.6216,458792.41
-123.23,37.77,48.2,1908.0,360.0,1688.0,572.0,4.1307,2,3.3364,0.1885,2.9517,210207.23
-119.17,35.3,51.7,3870.0,657.0,1134.0,512.0,5.7905,1,7.5525,0.1698,2.2132,341087.51
-121.66,38.38,9.3,1626.0,250.0,347.0,131.0,2.4248,0,12.4055,0.1538,2.6472,197112.45
-115.96,36.4,39.2,3545.0,612.0,2282.0,846.0,2.299,2,4.1884,0.1725,2.6957,235626.91
-124.2,33.91,30.6,1053.0,235.0,602.0,256.0,4.8144,0,4.1112,0.2229,2.3531,269870.58
-120.54,39.03,24.5,864.0,193.0,1320.0,465.0,7.1309,0,1.8565,0.2236,2.8366,335869.33
-120.96,33.76,50.9,6516.0,1075.0,498.0,190.0,2.6455,0,34.207,0.165,2.6139,443599.77
-124.16,34.33,44.4,721.0,176.0,729.0,231.0,5.0385,3,3.122,0.2436,3.1551,373339.63
-123.1,40.23,36.5,1069.0,177.0,1928.0,632.0,3.1444,2,1.6919,0.1659,3.053,183716.18
-120.2,38.75,20.5,3132.0,498.0,7200.0,2913.0,3.0484,0,1.0753,0.1589,2.472,61684.3
-119.4,38.48,35.0,1247.0,207.0,535.0,267.0,4.2016,0,4.6674,0.1663,2.0013,244727.28
-120.29,36.48,28.1,1224.0,201.0,2980.0,1227.0,8.6779,1,0.9977,0.1641,2.4287,333788.33
-119.02,36.27,13.7,1575.0,336.0,3204.0,1254.0,7.7908,2,1.256,0.2132,2.5553,373199.51
-118.37,39.04,24.0,400.0,66.0,1827.0,633.0,1.7843,2,0.6318,0.1656,2.887,159220.93
-124.25,39.5,11.8,3962.0,846.0,2026.0,757.0,1.6834,1,5.2354,0.2134,2.6775,139053.38
-119.69,37.34,26.5,2045.0,363.0,623.0,286.0,7.4753,0,7.1589,0.1777,2.1803,306669.55
-114.68,41.66,37.7,1025.0,179.0,505.0,198.0,13.8513,0,5.1672,0.1748,2.5467,500001.0
-119.14,41.53,2.9,544.0,130.0,751.0,329.0,3.9786,0,1.6538,0.2397,2.2844,173047.21
-117.55,36.42,40.0,695.0,119.0,1357.0,497.0,4.0973,0,1.3981,0.1714,2.7297,180322.8
-121.22,40.26,2.0,592.0,140.0,862.0,293.0,7.4095,0,2.024,0.2365,2.9447,361358.73
-116.58,37.65,27.4,2120.0,382.0,603.0,245.0,5.7855,1,8.6524,0.1804,2.4625,335635.37
-116.59,37.36,30.2,2135.0,532.0,625.0,232.0,7.682,2,9.2114,0.2491,2.6972,411546.66
-119.12,33.06,39.8,2775.0,689.0,860.0,277.0,5.1802,1,10.015,0.2481,3.1028,344028.73
-114.55,37.94,39.8,3019.0,703.0,2182.0,805.0,6.9971,0,3.7509,0.2328,2.711,282398.46
-123.09,41.01,22.3,2807.0,665.0,463.0,177.0,4.6054,0,15.8517,0.2368,2.613,249540.48
-124.18,39.88,4.4,5305.0,1233.0,1725.0,771.0,5.3697,2,6.8834,0.2323,2.2378,327698.51
-116.62,39.94,36.4,4174.0,889.0,1669.0,642.0,2.8537,3,6.5048,0.213,2.601,236576.24
-116.25,34.04,27.1,3536.0,817.0,722.0,349.0,9.8927,2,10.1258,0.2309,2.0673,500001.0
-123.14,35.91,18.0,2134.0,454.0,1390.0,593.0,7.6224,3,3.5963,0.2128,2.3418,414186.01
-121.68,34.73,13.0,2994.0,701.0,2833.0,1348.0,3.7343,2,2.2213,0.2342,2.1015,208587.87
-124.17,35.51,7.1,1356.0,330.0,846.0,287.0,4.4217,0,4.7204,0.2436,2.9445,187462.59
-121.41,37.99,16.1,1549.0,349.0,591.0,275.0,4.7883,1,5.6423,0.2253,2.1536,208570.83
-116.59,35.97,24.4,6033.0,1487.0,508.0,161.0,4.1661,1,37.5079,0.2465,3.1574,417806.23
-119.15,37.82,25.4,1224.0,238.0,558.0,249.0,2.5118,0,4.9194,0.1948,2.2415,156117.42
-120.86,36.67,30.7,1163.0,282.0,2065.0,757.0,5.4751,2,1.5364,0.2425,2.7281,323207.96
-120.62,35.24,19.5,1403.0,242.0,1048.0,377.0,2.4053,2,3.7216,0.1726,2.7785,209375.3
-124.34,33.44,47.9,1231.0,188.0,304.0,132.0,8.0854,0,9.3564,0.1531,2.3138,451669.94
-121.34,40.93,26.3,1306.0,213.0,2992.0,939.0,9.3167,1,1.3915,0.1628,3.1879,413218.17
-117.86,32.65,22.6,2142.0,356.0,949.0,466.0,4.9258,0,4.6004,0.166,2.0382,248925.98
-114.57,32.56,3.5,2192.0,509.0,1610.0,558.0,4.6993,0,3.9271,0.2324,2.8848,215178.11
-115.85,40.32,31.5,3421.0,650.0,1774.0,822.0,2.3726,1,4.164,0.1901,2.1597,189740.81
-124.11,41.92,31.7,8364.0,1450.0,563.0,245.0,4.1907,3,34.1073,0.1733,2.2945,471091.31
-115.33,39.38,30.7,1397.0,323.0,410.0,156.0,2.3367,0,8.9356,0.2312,2.6208,59543.58
-116.49,32.68,46.3,1727.0,294.0,506.0,225.0,6.6617,0,7.6861,0.1702,2.2519,349164.54
-116.52,34.67,39.9,499.0,79.0,938.0,349.0,3.4479,0,1.4325,0.1578,2.6909,186692.06
-119.75,41.68,45.2,732.0,144.0,1556.0,675.0,4.4661,1,1.0847,0.1966,2.307,212040.95
-120.35,40.15,4.0,1632.0,256.0,4869.0,1464.0,3.0035,3,1.1148,0.1569,3.326,152850.21
-121.31,37.87,17.2,2501.0,445.0,2249.0,1106.0,5.9812,2,2.2624,0.1779,2.0342,296994.12
-123.69,34.77,17.3,2550.0,561.0,228.0,75.0,5.0936,2,33.9458,0.22,3.0313,477860.16
-122.06,32.68,34.5,2785.0,522.0,971.0,391.0,1.9754,0,7.1163,0.1875,2.4804,176322.84
-121.87,32.74,23.9,4360.0,692.0,178.0,63.0,1.4708,1,69.5569,0.1587,2.8354,500001.0
-119.49,38.3,40.7,5967.0,1135.0,2365.0,890.0,4.2297,1,6.7078,0.1903,2.6583,330370.94
-116.85,32.75,20.6,1525.0,307.0,935.0,343.0,5.7644,1,4.4479,0.2013,2.7277,315095.56
-119.59,41.89,12.3,1031.0,180.0,1128.0,560.0,4.695,0,1.8421,0.175,2.015,151398.23
-123.77,34.27,15.8,2860.0,478.0,908.0,296.0,5.9768,1,9.6547,0.1671,3.0649,269727.19
-114.73,39.23,10.3,3476.0,786.0,1165.0,384.0,11.1134,3,9.0454,0.2262,3.0314,500001.0
-114.89,34.0,11.1,1988.0,312.0,634.0,313.0,4.2678,0,6.3482,0.1568,2.023,216484.77
-116.47,37.62,12.1,1595.0,392.0,1186.0,387.0,9.5578,0,4.1194,0.2457,3.0635,415189.39
-114.4,33.3,1.8,1270.0,192.0,513.0,163.0,3.77,3,7.8102,0.1508,3.1526,239948.45
-118.88,39.76,37.5,1755.0,378.0,1384.0,556.0,4.0821,1,3.1589,0.2151,2.4907,230430.76
-114.68,38.04,21.4,2931.0,479.0,1362.0,464.0,4.0903,0,6.3164,0.1634,2.9345,197448.27
-123.59,33.35,2.2,1133.0,232.0,1608.0,551.0,2.9962,1,2.0557,0.2047,2.9186,126961.7
-120.68,40.53,19.9,1032.0,174.0,1013.0,470.0,7.64,0,2.1961,0.1687,2.1557,464072.51
-122.09,37.69,47.2,2751.0,422.0,2518.0,874.0,8.0311,1,3.1465,0.1534,2.8801,347755.31
-122.38,41.21,27.1,999.0,236.0,4698.0,1715.0,1.7522,1,0.5824,0.236,2.7396,74369.71
-122.94,41.17,51.3,2010.0,387.0,321.0,139.0,3.1015,1,14.4314,0.1924,2.3079,216018.26
-118.1,41.2,28.5,1937.0,344.0,398.0,198.0,9.2875,0,9.7736,0.1775,2.0087,500001.0
-116.51,33.27,50.1,1809.0,443.0,956.0,381.0,3.961,2,4.7469,0.2447,2.5105,309046.16
-118.54,33.68,11.3,1153.0,182.0,764.0,330.0,5.4278,2,3.4903,0.1582,2.3124,346592.39
-122.87,41.83,15.8,6086.0,1125.0,1604.0,642.0,3.9816,1,9.4835,0.1849,2.4988,211670.82
-116.21,37.13,36.7,2389.0,401.0,1604.0,539.0,2.9007,0,4.4339,0.1677,2.9766,213931.48
-117.97,34.78,51.3,1261.0,314.0,1394.0,542.0,4.8167,0,2.3271,0.2491,2.5716,120210.4
-120.45,39.78,43.1,2279.0,466.0,291.0,124.0,2.0732,1,18.4166,0.2046,2.3484,333376.18
-117.58,35.03,29.2,6520.0,1507.0,1283.0,401.0,3.8634,3,16.2393,0.2312,3.1959,340864.64
-121.74,39.38,5.3,1925.0,320.0,4825.0,1611.0,7.945,0,1.195,0.1664,2.9952,339717.45
-120.88,40.42,19.6,5289.0,954.0,1658.0,768.0,4.6886,0,6.89,0.1804,2.1594,227576.39
-115.14,39.92,5.4,810.0,172.0,1040.0,329.0,3.6303,0,2.461,0.212,3.1608,199040.13
-121.43,35.12,16.9,996.0,167.0,1798.0,599.0,3.1349,1,1.6634,0.1678,3.0016,135986.75
-119.63,36.32,14.2,404.0,81.0,549.0,193.0,6.0717,1,2.0979,0.2,2.8502,275834.78
-115.41,36.43,20.8,7209.0,1753.0,1532.0,476.0,8.8702,3,15.1288,0.2432,3.2142,500001.0
-117.24,37.16,43.7,549.0,134.0,1078.0,494.0,6.9467,3,1.1118,0.243,2.1823,417827.1
-123.73,34.11,8.7,2043.0,379.0,439.0,179.0,4.9083,0,11.4422,0.1855,2.4606,394775.76
-122.87,36.8,16.6,6102.0,1230.0,1335.0,455.0,4.8287,0,13.408,0.2016,2.933,306762.68
-124.27,37.35,14.3,3568.0,606.0,1136.0,362.0,4.2702,0,9.8457,0.1698,3.1343,223991.03
-118.02,37.54,16.1,2353.0,583.0,2092.0,867.0,2.0075,1,2.7126,0.2479,2.4118,150985.41
-119.86,40.26,19.4,4439.0,897.0,1220.0,514.0,3.5567,0,8.6354,0.202,2.3729,279217.01
-123.0,37.41,13.5,1132.0,193.0,1294.0,565.0,3.2729,3,2.0032,0.1706,2.2881,159763.59
-114.73,34.71,49.1,2598.0,609.0,1235.0,561.0,3.5273,1,4.6285,0.2345,2.2007,234959.8
-119.03,38.78,22.4,1671.0,321.0,1220.0,603.0,6.7428,1,2.769,0.192,2.0224,417244.55
-121.92,40.04,6.8,1647.0,352.0,2728.0,1276.0,5.3121,1,1.2913,0.2136,2.1391,252224.44
-119.32,35.55,24.9,2066.0,484.0,1945.0,676.0,3.1719,3,3.057,0.2344,2.8776,243346.22
-117.53,38.61,10.4,4116.0,745.0,518.0,164.0,7.908,1,25.1636,0.1809,3.1654,500001.0
-123.58,33.92,12.0,5413.0,1125.0,992.0,316.0,12.1288,0,17.1093,0.2078,3.1348,500001.0
-121.59,35.76,15.5,1500.0,233.0,355.0,166.0,6.8111,0,9.0255,0.1556,2.1391,483875.93
-116.25,41.1,7.4,844.0,146.0,3615.0,1634.0,15.0,0,0.5165,0.1735,2.2131,500001.0
-119.73,41.12,37.8,1019.0,167.0,628.0,194.0,5.0862,1,5.2521,0.1639,3.2382,301034.59
-118.86,37.95,41.4,7069.0,1516.0,597.0,266.0,11.4814,1,26.5332,0.2144,2.24,500001.0
-120.0,39.15,21.1,5098.0,894.0,4724.0,2114.0,7.113,3,2.4116,0.1755,2.2347,376195.5
-123.91,40.58,36.1,842.0,190.0,681.0,316.0,11.4366,0,2.6683,0.226,2.1565,500001.0
-122.69,41.56,20.8,5783.0,1308.0,513.0,221.0,3.8937,0,26.1583,0.2261,2.3199,343512.61
-119.88,37.15,9.4,1099.0,251.0,1857.0,757.0,4.1372,3,1.4507,0.2284,2.4523,296235.56
-122.25,37.82,21.3,2879.0,470.0,1089.0,392.0,6.7972,0,7.3534,0.1633,2.7811,331701.56
